year,bank,survey_scope,survey_type,source_file,source_format,source_sheet,transect,plot_group,percent_cover,source_section,metric_type,record_type,taxon_level
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NE16,Hydrocoral,4.6,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NE16,Macroalgae,18.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NE16,Other,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NE16,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NE16,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW1,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW1,Colonizable Substrate,36.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW1,Coral,57.8,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW1,Hydrocoral,0.8,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW1,Macroalgae,4.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW1,Other,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW1,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW1,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW2,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW2,Colonizable Substrate,31.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW2,Coral,59.599999999999994,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW2,Hydrocoral,0.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW2,Macroalgae,7.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW2,Other,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW2,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW2,Sponge,0.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW3,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW3,Colonizable Substrate,19.400000000000002,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW3,Coral,41.800000000000004,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW3,Hydrocoral,0.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW3,Macroalgae,37.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW3,Other,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW3,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW3,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW4,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW4,Colonizable Substrate,23.400000000000002,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW4,Coral,66.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW4,Hydrocoral,2.8000000000000003,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW4,Macroalgae,7.8,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW4,Other,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW4,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,NW4,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE10,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE10,Colonizable Substrate,36.199999999999996,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE10,Coral,62.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE10,Hydrocoral,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE10,Macroalgae,1.2000000000000002,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE10,Other,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE10,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE10,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE11,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE11,Colonizable Substrate,12.8,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE11,Coral,61.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE11,Hydrocoral,3.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE11,Macroalgae,16.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE11,Other,0.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE11,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE11,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE12,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE12,Colonizable Substrate,5.800000000000001,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE12,Coral,80.8,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE12,Hydrocoral,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE12,Macroalgae,11.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE12,Other,0.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE12,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE12,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE13,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE13,Colonizable Substrate,9.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE13,Coral,70.39999999999999,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE13,Hydrocoral,0.6,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE13,Macroalgae,13.200000000000001,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE13,Other,1.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE13,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SE13,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW5,CCA,0.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW5,Colonizable Substrate,13.600000000000001,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW5,Coral,71.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW5,Hydrocoral,0.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW5,Macroalgae,6.3999999999999995,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW5,Other,0.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW5,Sand,1.6,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW5,Sponge,0.8,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW6,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW6,Colonizable Substrate,25.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW6,Coral,73.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW6,Hydrocoral,0.4,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW6,Macroalgae,0.8,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW6,Other,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW6,Sand,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW6,Sponge,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW8,CCA,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW8,Colonizable Substrate,39.800000000000004,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW8,Coral,47.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW8,Hydrocoral,5.6000000000000005,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW8,Macroalgae,3.8,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW8,Other,0.0,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW8,Sand,0.2,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
2004,EFGB,study_site,RT,Appendix 1 Random Transect Data 2004-2008.xls,excel_appendix,East Bank 2004,SW8,Sponge,3.4000000000000004,RECONSTRUCTED MAJOR CATEGORY FROM APPENDIX SUBCATEGORIES,percent_cover,cover,functional_group
