year,bank,survey_scope,survey_type,plot_group,n_transects,mean_percent_cover,sd_percent_cover,se_percent_cover,data_source_branch
1998,WFGB,study_site,RT,Macroalgae,8,30.387876303908776,10.002412128507958,3.5363867221452727,cpce
1998,WFGB,study_site,RT,Other,8,0.09954397992287446,0.2104624928063273,0.0744097279243895,cpce
1998,WFGB,study_site,RT,Sand,8,0.28552676636615354,0.25815478436783473,0.09127149931112342,cpce
1998,WFGB,study_site,RT,Sponge,8,1.867494290122103,1.2604254128524146,0.44562767830389804,cpce
1999,EFGB,study_site,RT,CCA,8,1.915653192846866,0.5670172374006581,0.2004708668078339,cpce
1999,EFGB,study_site,RT,Colonizable Substrate,8,9.13823025011915,7.194918803492451,2.543787938018056,cpce
1999,EFGB,study_site,RT,Coral,8,57.23649428658513,8.908802851034162,3.1497374541101517,cpce
1999,EFGB,study_site,RT,Macroalgae,8,30.13930923742054,7.625454538193638,2.696005306793227,cpce
1999,EFGB,study_site,RT,Other,8,0.17018735423739068,0.21055024228178246,0.07444075204895945,cpce
1999,EFGB,study_site,RT,Sand,8,0.45358469037129,0.5323696133969423,0.1882210818653193,cpce
1999,EFGB,study_site,RT,Sponge,8,0.9465409884196339,0.7408482069202348,0.26192939547159627,cpce
1999,WFGB,study_site,RT,CCA,10,7.4921578680455125,2.0750368610868266,0.6561842709840788,cpce
1999,WFGB,study_site,RT,Colonizable Substrate,10,15.16470353884515,7.874391082432093,2.4901011007404112,cpce
1999,WFGB,study_site,RT,Coral,10,56.48798617946407,8.787375981478508,2.778812275772967,cpce
1999,WFGB,study_site,RT,Macroalgae,10,19.13564710832828,7.983875515181857,2.5247231183224894,cpce
1999,WFGB,study_site,RT,Other,10,0.06671587677595175,0.07778922305831466,0.02459911222791634,cpce
1999,WFGB,study_site,RT,Sand,10,0.13334858114017617,0.26462071797340964,0.08368041848650304,cpce
1999,WFGB,study_site,RT,Sponge,10,1.5194408474008523,0.8853528791340984,0.27997316310515147,cpce
2000,EFGB,study_site,RT,CCA,12,4.224256993081677,1.718890193557311,0.49620085797886077,cpce
2000,EFGB,study_site,RT,Colonizable Substrate,12,9.474638710488742,2.759397479643973,0.7965694388368113,cpce
2000,EFGB,study_site,RT,Coral,12,63.54317761478822,5.277581407581657,1.523506523168717,cpce
2000,EFGB,study_site,RT,Macroalgae,12,21.637687631354382,4.251185382875757,1.2272115125891605,cpce
2000,EFGB,study_site,RT,Other,12,0.21578137122332605,0.15361861933140883,0.04434587561176377,cpce
2000,EFGB,study_site,RT,Sand,12,0.1896000000263722,0.3196857378849709,0.09228532341198604,cpce
2000,EFGB,study_site,RT,Sponge,12,0.7148576790372808,0.5453601304890712,0.15743190907157734,cpce
2000,WFGB,study_site,RT,CCA,9,4.653757573450367,2.4860249133755272,0.8286749711251757,cpce
2000,WFGB,study_site,RT,Colonizable Substrate,9,22.984821937187714,9.04052820435025,3.0135094014500834,cpce
2000,WFGB,study_site,RT,Coral,9,61.16237954332299,7.841671868622992,2.613890622874331,cpce
2000,WFGB,study_site,RT,Macroalgae,9,9.442020226595803,3.215609170748345,1.0718697235827817,cpce
2000,WFGB,study_site,RT,Other,9,0.08907029878398423,0.12610585436298127,0.04203528478766042,cpce
2000,WFGB,study_site,RT,Sand,9,0.47616468022717584,0.43485035983277714,0.14495011994425905,cpce
2000,WFGB,study_site,RT,Sponge,9,1.191785740431963,0.7151673265418589,0.23838910884728629,cpce
2001,EFGB,study_site,RT,CCA,10,2.950758934732914,0.9726953321868498,0.30759327191245356,cpce
2001,EFGB,study_site,RT,Colonizable Substrate,10,13.778489958100405,6.9921665238325765,2.211117199449295,cpce
2001,EFGB,study_site,RT,Coral,10,61.71053311966983,9.873804526920752,3.1223711476350906,cpce
2001,EFGB,study_site,RT,Macroalgae,10,19.978671737251723,6.141025740319784,1.9419628509132236,cpce
2001,EFGB,study_site,RT,Other,10,0.08811167610071184,0.08565524794594238,0.027086567705563704,cpce
2001,EFGB,study_site,RT,Sand,10,0.23591813077682758,0.6078332721102645,0.1922137577501337,cpce
2001,EFGB,study_site,RT,Sponge,10,1.2575164433675872,0.9893884078559467,0.3128720859392421,cpce
2001,WFGB,study_site,RT,CCA,10,3.327340919734925,1.0554152441752993,0.3337516048856704,cpce
2001,WFGB,study_site,RT,Colonizable Substrate,10,21.356148911236716,8.373307878908282,2.6478724447183537,cpce
2001,WFGB,study_site,RT,Coral,10,55.554472054062515,9.555333214531343,3.0216616759777373,cpce
2001,WFGB,study_site,RT,Macroalgae,10,17.980865003067684,5.214703199426976,1.64903394319565,cpce
2001,WFGB,study_site,RT,Other,10,0.11686029542804344,0.17431524826048192,0.05512332154008269,cpce
2001,WFGB,study_site,RT,Sand,10,0.5380071730250185,0.5667858030504169,0.17923340830869283,cpce
2001,WFGB,study_site,RT,Sponge,10,1.1263056434450984,0.6201090935623287,0.19609571334394152,cpce
2002,EFGB,study_site,RT,CCA,6,5.151554267476065,1.9880978111624077,0.811637532682001,cpce
2002,EFGB,study_site,RT,Colonizable Substrate,6,21.257827126806124,8.053804827508952,3.287952052560137,cpce
2002,EFGB,study_site,RT,Coral,6,62.75046444037525,9.639316117093545,3.9352343260442018,cpce
2002,EFGB,study_site,RT,Macroalgae,6,7.935854579395486,3.4198510123993793,1.3961483294531578,cpce
2002,EFGB,study_site,RT,Other,6,0.1293104832437856,0.16761070135126646,0.06842678229010363,cpce
2002,EFGB,study_site,RT,Sand,6,1.9537916223284009,3.3786570793759267,1.3793309767188506,cpce
2002,EFGB,study_site,RT,Sponge,6,0.8211974803748934,0.8446472225636698,0.34482578465666824,cpce
2002,WFGB,study_site,RT,CCA,5,2.046275477437343,1.573622351367464,0.7037453097141417,cpce
2002,WFGB,study_site,RT,Colonizable Substrate,5,25.915559564712055,6.390852485541573,2.85807611836889,cpce
2002,WFGB,study_site,RT,Coral,5,57.14014503869523,8.637569070218506,3.8628383202716465,cpce
2002,WFGB,study_site,RT,Macroalgae,5,12.656682841956703,6.060848182839286,2.7104937076269433,cpce
2002,WFGB,study_site,RT,Other,5,0.09602773756950678,0.1333411626951635,0.05963198079704893,cpce
2002,WFGB,study_site,RT,Sand,5,1.0912439268414875,1.1655261890445565,0.5212391576519798,cpce
2002,WFGB,study_site,RT,Sponge,5,1.054065412787687,0.8964368501004526,0.4008987468720802,cpce
2003,EFGB,study_site,RT,CCA,7,6.528127805697214,2.7382263226535564,1.0349522690217456,cpce
2003,EFGB,study_site,RT,Colonizable Substrate,7,17.070218143769242,4.974674603474271,1.8802502648945392,cpce
2003,EFGB,study_site,RT,Coral,7,54.342889099194956,7.504234593664222,2.83633407353191,cpce
2003,EFGB,study_site,RT,Macroalgae,7,19.590174431438438,7.493189515271001,2.832159426297671,cpce
2003,EFGB,study_site,RT,Other,7,0.12790981147856106,0.15348970373156964,0.058013654983245136,cpce
2003,EFGB,study_site,RT,Sand,7,0.837341717693696,1.0126533174518042,0.3827469774717168,cpce
2003,EFGB,study_site,RT,Sponge,7,1.503338990727903,1.0399145451154452,0.3930507530191895,cpce
2003,WFGB,study_site,RT,CCA,7,2.9882737505673047,0.8471993670066613,0.3202112622844236,cpce
2003,WFGB,study_site,RT,Colonizable Substrate,7,24.75427840315995,7.13002440291067,2.6948959159890613,cpce
2003,WFGB,study_site,RT,Coral,7,57.73786799375604,6.018393871716008,2.2747390680851036,cpce
2003,WFGB,study_site,RT,Macroalgae,7,11.692747721755582,3.122447845223284,1.1801743543186156,cpce
2003,WFGB,study_site,RT,Other,7,0.14840898570384575,0.1471626235632036,0.055622243461721524,cpce
2003,WFGB,study_site,RT,Sand,7,0.9469674597406872,0.5066416213257301,0.19149253340892003,cpce
2003,WFGB,study_site,RT,Sponge,7,1.7314556853165846,1.4222333533584364,0.5375536798982674,cpce
2004,EFGB,study_site,RT,CCA,14,0.0142857142857142,0.0534522483824848,0.0142857142857142,appendix_2004_2008
2004,EFGB,study_site,RT,Colonizable Substrate,14,20.914285714285715,11.53395369819421,3.082578789539785,appendix_2004_2008
2004,EFGB,study_site,RT,Coral,14,62.71428571428572,10.827518867920055,2.8937761394705217,appendix_2004_2008
2004,EFGB,study_site,RT,Hydrocoral,14,1.4142857142857144,1.8505122545921184,0.4945702033364499,appendix_2004_2008
2004,EFGB,study_site,RT,Macroalgae,14,12.028571428571428,10.352512037882663,2.7668252241578446,appendix_2004_2008
2004,EFGB,study_site,RT,Other,14,0.2,0.3038218101251,0.081199794294115,appendix_2004_2008
2004,EFGB,study_site,RT,Sand,14,0.1285714285714286,0.4268463449507354,0.1140794842573126,appendix_2004_2008
2004,EFGB,study_site,RT,Sponge,14,0.3142857142857143,0.9138735334633754,0.2442429755043172,appendix_2004_2008
2004,WFGB,study_site,RT,CCA,16,3.35,4.640402281411961,1.1601005703529903,appendix_2004_2008
2004,WFGB,study_site,RT,Colonizable Substrate,16,17.5625,5.321262381553209,1.3303155953883024,appendix_2004_2008
2004,WFGB,study_site,RT,Coral,16,59.3625,12.78128188667579,3.195320471668948,appendix_2004_2008
2004,WFGB,study_site,RT,Hydrocoral,16,1.05,2.0441787266936,0.5110446816734,appendix_2004_2008
2004,WFGB,study_site,RT,Macroalgae,16,14.75,6.0170867812699305,1.5042716953174826,appendix_2004_2008
2004,WFGB,study_site,RT,Other,16,0.0375,0.1087811258138714,0.0271952814534678,appendix_2004_2008
2004,WFGB,study_site,RT,Sand,16,1.6625,2.432796744489765,0.6081991861224413,appendix_2004_2008
2004,WFGB,study_site,RT,Sponge,16,0.4,0.6066300355241241,0.151657508881031,appendix_2004_2008
2005,EFGB,study_site,RT,CCA,15,3.28,3.16751367118484,0.81784851315888,appendix_2004_2008
2005,EFGB,study_site,RT,Colonizable Substrate,15,8.68,4.524725721758486,1.1682791577684633,appendix_2004_2008
2005,EFGB,study_site,RT,Coral,15,47.92,11.779352395490292,3.0414157104561563,appendix_2004_2008
2005,EFGB,study_site,RT,Hydrocoral,15,1.6266666666666667,2.2663585224718865,0.5851712542712576,appendix_2004_2008
2005,EFGB,study_site,RT,Macroalgae,15,34.02666666666667,9.975646535915546,2.575700860083508,appendix_2004_2008
2005,EFGB,study_site,RT,Other,15,0.16,0.202837021134844,0.0523722936566381,appendix_2004_2008
2005,EFGB,study_site,RT,Sand,15,0.5066666666666667,0.9735550954155208,0.2513708447439789,appendix_2004_2008
2005,EFGB,study_site,RT,Sponge,15,0.48,1.0192434168819255,0.263167518621016,appendix_2004_2008
2005,WFGB,study_site,RT,CCA,16,2.9625,2.590463279029448,0.647615819757362,appendix_2004_2008
2005,WFGB,study_site,RT,Colonizable Substrate,16,15.7125,7.195171992384894,1.7987929980962234,appendix_2004_2008
2005,WFGB,study_site,RT,Coral,16,52.7375,12.898313843289747,3.224578460822437,appendix_2004_2008
2005,WFGB,study_site,RT,Hydrocoral,16,1.675,1.8859126879754184,0.4714781719938545,appendix_2004_2008
2005,WFGB,study_site,RT,Macroalgae,16,18.35,5.762638284674824,1.440659571168706,appendix_2004_2008
2005,WFGB,study_site,RT,Other,16,0.1125,0.162788205960997,0.0406970514902492,appendix_2004_2008
2005,WFGB,study_site,RT,Sand,16,0.75,1.975179316754136,0.4937948291885339,appendix_2004_2008
2005,WFGB,study_site,RT,Sponge,16,0.25,0.4472135954999578,0.1118033988749894,appendix_2004_2008
2006,EFGB,study_site,RT,CCA,16,2.825,2.1025381486828407,0.5256345371707102,appendix_2004_2008
2006,EFGB,study_site,RT,Colonizable Substrate,16,20.375,7.852260820935586,1.9630652052338968,appendix_2004_2008
2006,EFGB,study_site,RT,Coral,16,51.8,13.719280836350958,3.4298202090877394,appendix_2004_2008
2006,EFGB,study_site,RT,Hydrocoral,16,0.4625,0.805708797684788,0.201427199421197,appendix_2004_2008
2006,EFGB,study_site,RT,Macroalgae,16,21.1,9.285113533680311,2.3212783834200783,appendix_2004_2008
2006,EFGB,study_site,RT,Other,16,0.575,0.6276941930590086,0.1569235482647521,appendix_2004_2008
2006,EFGB,study_site,RT,Sand,16,0.325,0.6191391873668904,0.1547847968417226,appendix_2004_2008
2006,EFGB,study_site,RT,Sponge,16,0.7875,1.333604139165742,0.3334010347914355,appendix_2004_2008
2006,WFGB,study_site,RT,CCA,16,3.575,1.8873261509341728,0.4718315377335431,appendix_2004_2008
2006,WFGB,study_site,RT,Colonizable Substrate,16,22.325,7.733520112686934,1.9333800281717333,appendix_2004_2008
2006,WFGB,study_site,RT,Coral,16,57.625,11.970825646824313,2.9927064117060778,appendix_2004_2008
2006,WFGB,study_site,RT,Hydrocoral,16,0.65,0.7949842765740717,0.1987460691435179,appendix_2004_2008
2006,WFGB,study_site,RT,Macroalgae,16,12.375,5.353565789888704,1.338391447472176,appendix_2004_2008
2006,WFGB,study_site,RT,Other,16,0.4125,0.3383784863137726,0.0845946215784431,appendix_2004_2008
2006,WFGB,study_site,RT,Sand,16,0.6625000000000001,0.8476437931112338,0.2119109482778084,appendix_2004_2008
2006,WFGB,study_site,RT,Sponge,16,0.4625,0.4991659710623979,0.1247914927655994,appendix_2004_2008
2007,EFGB,study_site,RT,CCA,16,1.1251755991464771,0.9949303542565878,0.2487325885641469,appendix_2004_2008
2007,EFGB,study_site,RT,Colonizable Substrate,16,23.49245644487274,8.816350562381416,2.204087640595354,appendix_2004_2008
2007,EFGB,study_site,RT,Coral,16,51.78016904196391,17.79650481817649,4.449126204544123,appendix_2004_2008
2007,EFGB,study_site,RT,Hydrocoral,16,0.0767946404496712,0.2582704210180266,0.0645676052545066,appendix_2004_2008
2007,EFGB,study_site,RT,Macroalgae,16,21.75442254691404,9.114374295674796,2.278593573918699,appendix_2004_2008
2007,EFGB,study_site,RT,Other,16,0.3856787610767633,0.4681315221042499,0.1170328805260624,appendix_2004_2008
2007,EFGB,study_site,RT,Sand,16,0.7435111240580319,1.4841676623523268,0.3710419155880817,appendix_2004_2008
2007,EFGB,study_site,RT,Sponge,16,0.5652258460545113,0.8803656857218198,0.2200914214304549,appendix_2004_2008
2007,WFGB,study_site,RT,CCA,16,2.5027113943792108,1.3577713063747427,0.3394428265936857,appendix_2004_2008
2007,WFGB,study_site,RT,Colonizable Substrate,16,21.73661597542668,7.538332546424038,1.8845831366060093,appendix_2004_2008
2007,WFGB,study_site,RT,Coral,16,55.69301433624418,13.39593363913526,3.348983409783815,appendix_2004_2008
2007,WFGB,study_site,RT,Hydrocoral,16,0.8178215182285893,1.0918021111535856,0.2729505277883964,appendix_2004_2008
2007,WFGB,study_site,RT,Macroalgae,16,17.73923092189603,9.759030498636877,2.439757624659219,appendix_2004_2008
2007,WFGB,study_site,RT,Other,16,0.3209566460771523,0.4534147866116237,0.1133536966529059,appendix_2004_2008
2007,WFGB,study_site,RT,Sand,16,0.6041538285035278,0.8129849538842512,0.2032462384710628,appendix_2004_2008
2007,WFGB,study_site,RT,Sponge,16,0.3522903808633239,0.416339857066984,0.104084964266746,appendix_2004_2008
2008,EFGB,study_site,RT,CCA,16,4.331824284078307,3.124082320206933,0.7810205800517332,appendix_2004_2008
2008,EFGB,study_site,RT,Colonizable Substrate,16,13.813141228573029,5.614575083841131,1.4036437709602827,appendix_2004_2008
2008,EFGB,study_site,RT,Coral,16,55.97740965663455,14.378196341739145,3.594549085434786,appendix_2004_2008
2008,EFGB,study_site,RT,Hydrocoral,16,0.1372287444229074,0.3268220849882231,0.0817055212470557,appendix_2004_2008
2008,EFGB,study_site,RT,Macroalgae,16,24.161974188779343,8.65227474757332,2.16306868689333,appendix_2004_2008
2008,EFGB,study_site,RT,Other,16,0.2607985862537911,0.1892018851537278,0.0473004712884319,appendix_2004_2008
2008,EFGB,study_site,RT,Sand,16,0.3091576491650538,0.6376776822818271,0.1594194205704567,appendix_2004_2008
2008,EFGB,study_site,RT,Sponge,16,0.4040173646470543,0.5891804907104261,0.1472951226776065,appendix_2004_2008
2008,WFGB,study_site,RT,CCA,16,4.380694425282048,3.9825218503085655,0.9956304625771414,appendix_2004_2008
2008,WFGB,study_site,RT,Colonizable Substrate,16,22.52200878086884,7.495534147561542,1.8738835368903852,appendix_2004_2008
2008,WFGB,study_site,RT,Coral,16,58.74739616113628,13.667718864636765,3.416929716159191,appendix_2004_2008
2008,WFGB,study_site,RT,Hydrocoral,16,0.2724387586426436,0.5774482390834581,0.1443620597708645,appendix_2004_2008
2008,WFGB,study_site,RT,Macroalgae,16,12.177161772376502,5.223546341869489,1.3058865854673722,appendix_2004_2008
2008,WFGB,study_site,RT,Other,16,0.2537509771299325,0.2229170292268283,0.055729257306707,appendix_2004_2008
2008,WFGB,study_site,RT,Sand,16,0.0582750582750582,0.2331002331002331,0.0582750582750582,appendix_2004_2008
2008,WFGB,study_site,RT,Sponge,16,0.9735631169199204,1.877815641177624,0.469453910294406,appendix_2004_2008
2009,EFGB,study_site,RT,CCA,15,3.1906630268563387,2.017795645422983,0.5209925953848706,cpce
2009,EFGB,study_site,RT,Colonizable Substrate,15,8.444687296984123,2.1929093634779684,0.5662067629661652,cpce
2009,EFGB,study_site,RT,Coral,15,51.93491845800768,16.719039924692407,4.31683754619404,cpce
2009,EFGB,study_site,RT,Macroalgae,15,35.47713647013563,15.509992922503425,4.0046629525767115,cpce
2009,EFGB,study_site,RT,Other,15,0.2211449921935994,0.24539302692065723,0.06336020710260892,cpce
2009,EFGB,study_site,RT,Sand,15,0.27335339758840366,0.8396827444373184,0.21680515235356485,cpce
2009,EFGB,study_site,RT,Sponge,15,0.45809635823422423,0.46337563393572745,0.11964307421809178,cpce
2009,WFGB,study_site,RT,CCA,16,0.9474874197583242,0.8146101206966744,0.2036525301741686,cpce
2009,WFGB,study_site,RT,Colonizable Substrate,16,16.356892069521965,6.187255500639109,1.5468138751597773,cpce
2009,WFGB,study_site,RT,Coral,16,52.4368220665531,15.752528353398143,3.9381320883495357,cpce
2009,WFGB,study_site,RT,Hydrocoral,16,0.2700461521410802,0.49454615088570464,0.12363653772142616,cpce
2009,WFGB,study_site,RT,Macroalgae,16,29.61181582091109,10.91687007154212,2.72921751788553,cpce
2009,WFGB,study_site,RT,Other,16,0.03917432258085696,0.08422626537857088,0.02105656634464272,cpce
2009,WFGB,study_site,RT,Sand,16,0.15347208644545052,0.3249359369692156,0.0812339842423039,cpce
2009,WFGB,study_site,RT,Sponge,16,0.18429006208813897,0.3217949442779997,0.08044873606949993,cpce
2010,EFGB,study_site,RT,CCA,16,2.5549592486172568,1.6380834594273013,0.4095208648568253,cpce
2010,EFGB,study_site,RT,Colonizable Substrate,16,11.612442022252347,5.351473359116333,1.3378683397790831,cpce
2010,EFGB,study_site,RT,Coral,16,52.703214586071596,14.891319220912488,3.722829805228122,cpce
2010,EFGB,study_site,RT,Macroalgae,16,32.49429617460998,10.118344253572143,2.529586063393036,cpce
